time,hr_burner_combustion
5454.5,3214177.622445
5455,3214202.750384
5455.5,3214227.882503
5456,3214253.018801
5456.5,3214278.159277
5457,3214303.303931
5457.5,3214328.452762
5458,3214353.605769
5458.5,3214378.762952
5459,3214403.924309
5459.5,3214429.089841
5460,3214454.259546
5460.5,3214479.433424
5461,3214504.611474
5461.5,3214529.793696
5462,3214554.980088
5462.5,3214580.170651
5463,3214605.365382
5463.5,3214630.564283
5464,3214655.767351
5464.5,3214680.974587
5465,3214706.18599
5465.5,3214731.401558
5466,3214756.621292
5466.5,3214781.845191
5467,3214807.073253
5467.5,3214832.305478
5468,3214857.541866
5468.5,3214882.782416
5469,3214908.027127
5469.5,3214933.275999
5470,3214958.52903
5470.5,3214983.786221
5471,3215009.047569
5471.5,3215034.313076
5472,3215059.582739
5472.5,3215084.856559
5473,3215110.134535
5473.5,3215135.416665
5474,3215160.70295
5474.5,3215185.993388
5475,3215211.28798
5475.5,3215236.586723
5476,3215261.889618
5476.5,3215287.196664
5477,3215312.50786
5477.5,3215337.823205
5478,3215363.1427
5478.5,3215388.466342
5479,3215413.794132
5479.5,3215439.126068
5480,3215464.46215
5480.5,3215489.802378
5481,3215515.14675
5481.5,3215540.495267
5482,3215565.847926
5482.5,3215591.204728
5483,3215616.565672
5483.5,3215641.930757
5484,3215667.299983
5484.5,3215692.673348
5485,3215718.050853
5485.5,3215743.432496
5486,3215768.818277
5486.5,3215794.208194
5487,3215819.602249
5487.5,3215845.000438
5488,3215870.402763
5488.5,3215895.809222
5489,3215921.219815
5489.5,3215946.63454
5490,3215972.053398
5490.5,3215997.476387
5491,3216022.903507
5491.5,3216048.334757
5492,3216073.770136
5492.5,3216099.209645
5493,3216124.653281
5493.5,3216150.101045
5494,3216175.552935
5494.5,3216201.008951
5495,3216226.469093
5495.5,3216251.933359
5496,3216277.401749
5496.5,3216302.874262
5497,3216328.350898
5497.5,3216353.831656
5498,3216379.316534
5498.5,3216404.805533
5499,3216430.298652
5499.5,3216455.79589
5500,3216481.297246
5500.5,3216506.80272
5501,3216532.312311
5501.5,3216557.826018
5502,3216583.343841
5502.5,3216608.865779
5503,3216634.39183
5503.5,3216659.921995
5504,3216685.456274
5504.5,3216710.994664
5505,3216736.537165
5505.5,3216762.083777
5506,3216787.6345
5506.5,3216813.189331
5507,3216838.748271
5507.5,3216864.31132
5508,3216889.878475
5508.5,3216915.449737
5509,3216941.025105
5509.5,3216966.604577
5510,3216992.188155
5510.5,3217017.775836
5511,3217043.36762
5511.5,3217068.963507
5512,3217094.563495
5512.5,3217120.167584
5513,3217145.775774
5513.5,3217171.388063
5514,3217197.00445
5514.5,3217222.624937
5515,3217248.24952
5515.5,3217273.878201
5516,3217299.510977
5516.5,3217325.147849
5517,3217350.788816
5517.5,3217376.433876
5518,3217402.08303
5518.5,3217427.736277
5519,3217453.393615
5519.5,3217479.055045
5520,3217504.720565
5520.5,3217530.390175
5521,3217556.063874
5521.5,3217581.741662
5522,3217607.423537
5522.5,3217633.1095
5523,3217658.799548
5523.5,3217684.493683
5524,3217710.191902
5524.5,3217735.894206
5525,3217761.600593
5525.5,3217787.311063
5526,3217813.025615
5526.5,3217838.744248
5527,3217864.466962
5527.5,3217890.193757
5528,3217915.92463
5528.5,3217941.659583
5529,3217967.398613
5529.5,3217993.141721
5530,3218018.888905
5530.5,3218044.640165
5531,3218070.3955
5531.5,3218096.154909
5532,3218121.918393
5532.5,3218147.685949
5533,3218173.457578
5533.5,3218199.233278
5534,3218225.01305
5534.5,3218250.796891
5535,3218276.584802
5535.5,3218302.376782
5536,3218328.172831
5536.5,3218353.972946
5537,3218379.777129
5537.5,3218405.585377
5538,3218431.397691
5538.5,3218457.21407
5539,3218483.034512
5539.5,3218508.859018
5540,3218534.687586
5540.5,3218560.520216
5541,3218586.356907
5541.5,3218612.197659
5542,3218638.042471
5542.5,3218663.891341
5543,3218689.74427
5543.5,3218715.601256
5544,3218741.4623
5544.5,3218767.3274
5545,3218793.196555
5545.5,3218819.069765
5546,3218844.947029
5546.5,3218870.828347
5547,3218896.713717
5547.5,3218922.60314
5548,3218948.496613
5548.5,3218974.394138
5549,3219000.295712
5549.5,3219026.201335
5550,3219052.111008
5550.5,3219078.024727
5551,3219103.942494
5551.5,3219129.864308
5552,3219155.790167
5552.5,3219181.720071
5553,3219207.654019
5553.5,3219233.592011
5554,3219259.534046
5554.5,3219285.480123
5555,3219311.430242
5555.5,3219337.384401
5556,3219363.3426
5556.5,3219389.304839
5557,3219415.271117
5557.5,3219441.241432
5558,3219467.215785
5558.5,3219493.194174
5559,3219519.176599
5559.5,3219545.16306
5560,3219571.153554
5560.5,3219597.148083
5561,3219623.146644
5561.5,3219649.149238
5562,3219675.155864
5562.5,3219701.16652
5563,3219727.181207
5563.5,3219753.199923
5564,3219779.222668
5564.5,3219805.249441
5565,3219831.280242
5565.5,3219857.315069
5566,3219883.353922
5566.5,3219909.396801
5567,3219935.443704
5567.5,3219961.494631
5568,3219987.549581
5568.5,3220013.608553
5569,3220039.671548
5569.5,3220065.738563
5570,3220091.809599
5570.5,3220117.884654
5571,3220143.963729
5571.5,3220170.046821
5572,3220196.133931
5572.5,3220222.225058
5573,3220248.320201
5573.5,3220274.41936
5574,3220300.522533
5574.5,3220326.62972
5575,3220352.740921
5575.5,3220378.856134
5576,3220404.975358
5576.5,3220431.098595
5577,3220457.225841
5577.5,3220483.357097
5578,3220509.492363
5578.5,3220535.631636
5579,3220561.774918
5579.5,3220587.922206
5580,3220614.073501
5580.5,3220640.228801
5581,3220666.388105
5581.5,3220692.551414
5582,3220718.718727
5582.5,3220744.890042
5583,3220771.065358
5583.5,3220797.244677
5584,3220823.427996
5584.5,3220849.615314
5585,3220875.806632
5585.5,3220902.001948
5586,3220928.201262
5586.5,3220954.404573
5587,3220980.61188
5587.5,3221006.823183
5588,3221033.038481
5588.5,3221059.257773
5589,3221085.481059
5589.5,3221111.708337
5590,3221137.939607
5590.5,3221164.174869
5591,3221190.414121
5591.5,3221216.657363
5592,3221242.904595
5592.5,3221269.155815
5593,3221295.411023
5593.5,3221321.670218
5594,3221347.933399
5594.5,3221374.200566
5595,3221400.471718
5595.5,3221426.746854
5596,3221453.025974
5596.5,3221479.309077
5597,3221505.596161
5597.5,3221531.887228
5598,3221558.182275
5598.5,3221584.481301
5599,3221610.784308
5599.5,3221637.091293
5600,3221663.402255
5600.5,3221689.717195
5601,3221716.036111
5601.5,3221742.359004
5602,3221768.685871
5602.5,3221795.016712
5603,3221821.351527
5603.5,3221847.690315
5604,3221874.033075
5604.5,3221900.379807
5605,3221926.730509
5605.5,3221953.085182
5606,3221979.443824
5606.5,3222005.806434
5607,3222032.173013
5607.5,3222058.543558
5608,3222084.918071
5608.5,3222111.296549
5609,3222137.678992
5609.5,3222164.065399
5610,3222190.45577
5610.5,3222216.850104
5611,3222243.248401
5611.5,3222269.650659
5612,3222296.056877
5612.5,3222322.467056
5613,3222348.881194
5613.5,3222375.299291
5614,3222401.721346
5614.5,3222428.147358
5615,3222454.577327
5615.5,3222481.011251
5616,3222507.449131
5616.5,3222533.890965
5617,3222560.336753
5617.5,3222586.786493
5618,3222613.240187
5618.5,3222639.697831
5619,3222666.159427
5619.5,3222692.624972
5620,3222719.094467
5620.5,3222745.567911
5621,3222772.045303
5621.5,3222798.526642
5622,3222825.011927
5622.5,3222851.501159
5623,3222877.994336
5623.5,3222904.491457
5624,3222930.992522
5624.5,3222957.49753
5625,3222984.00648
5625.5,3223010.519372
5626,3223037.036204
5626.5,3223063.556977
5627,3223090.081689
5627.5,3223116.61034
5628,3223143.142929
5628.5,3223169.679456
5629,3223196.219919
5629.5,3223222.764317
5630,3223249.312651
5630.5,3223275.86492
5631,3223302.421122
5631.5,3223328.981257
5632,3223355.545325
5632.5,3223382.113324
5633,3223408.685254
5633.5,3223435.261114
5634,3223461.840904
5634.5,3223488.424622
5635,3223515.012269
5635.5,3223541.603843
5636,3223568.199343
5636.5,3223594.798769
5637,3223621.402121
5637.5,3223648.009397
5638,3223674.620596
5638.5,3223701.235719
5639,3223727.854764
5639.5,3223754.477731
5640,3223781.104618
5640.5,3223807.735426
5641,3223834.370153
5641.5,3223861.008799
5642,3223887.651363
5642.5,3223914.297844
5643,3223940.948242
5643.5,3223967.602556
5644,3223994.260785
5644.5,3224020.922928
5645,3224047.588985
5645.5,3224074.258955
5646,3224100.932838
5646.5,3224127.610632
5647,3224154.292337
5647.5,3224180.977952
5648,3224207.667477
5648.5,3224234.36091
5649,3224261.058251
5649.5,3224287.7595
5650,3224314.464655
5650.5,3224341.173716
5651,3224367.886682
5651.5,3224394.603553
5652,3224421.324327
5652.5,3224448.049005
5653,3224474.777584
5653.5,3224501.510065
5654,3224528.246447
5654.5,3224554.98673
5655,3224581.730911
5655.5,3224608.478992
5656,3224635.23097
5656.5,3224661.986846
5657,3224688.746618
5657.5,3224715.510286
5658,3224742.277849
5658.5,3224769.049307
5659,3224795.824658
5659.5,3224822.603902
5660,3224849.387039
5660.5,3224876.174067
5661,3224902.964986
5661.5,3224929.759795
5662,3224956.558493
5662.5,3224983.361081
5663,3225010.167556
5663.5,3225036.977918
5664,3225063.792167
5664.5,3225090.610301
5665,3225117.432321
5665.5,3225144.258225
5666,3225171.088013
5666.5,3225197.921684
5667,3225224.759237
5667.5,3225251.600671
5668,3225278.445986
5668.5,3225305.295182
5669,3225332.148256
5669.5,3225359.00521
5670,3225385.866041
5670.5,3225412.730749
5671,3225439.599334
5671.5,3225466.471795
5672,3225493.348131
5672.5,3225520.228341
5673,3225547.112424
5673.5,3225574.000381
5674,3225600.89221
5674.5,3225627.78791
5675,3225654.687481
5675.5,3225681.590922
5676,3225708.498232
5676.5,3225735.409411
5677,3225762.324458
5677.5,3225789.243371
5678,3225816.166152
5678.5,3225843.092798
5679,3225870.023309
5679.5,3225896.957684
5680,3225923.895923
5680.5,3225950.838024
5681,3225977.783988
5681.5,3226004.733813
5682,3226031.687499
5682.5,3226058.645045
5683,3226085.60645
5683.5,3226112.571714
5684,3226139.540835
5684.5,3226166.513814
5685,3226193.490649
5685.5,3226220.471339
5686,3226247.455885
5686.5,3226274.444285
5687,3226301.436538
5687.5,3226328.432644
5688,3226355.432602
5688.5,3226382.436411
5689,3226409.444071
5689.5,3226436.455581
5690,3226463.47094
5690.5,3226490.490147
5691,3226517.513203
5691.5,3226544.540105
5692,3226571.570854
5692.5,3226598.605448
5693,3226625.643887
5693.5,3226652.68617
5694,3226679.732296
5694.5,3226706.782266
5695,3226733.836077
5695.5,3226760.89373
5696,3226787.955223
5696.5,3226815.020555
5697,3226842.089728
5697.5,3226869.162738
5698,3226896.239586
5698.5,3226923.320271
5699,3226950.404792
5699.5,3226977.493149
5700,3227004.58534
5700.5,3227031.681366
5701,3227058.781225
5701.5,3227085.884916
5702,3227112.99244
5702.5,3227140.103795
5703,3227167.21898
5703.5,3227194.337995
5704,3227221.460838
5704.5,3227248.587511
5705,3227275.71801
5705.5,3227302.852337
5706,3227329.99049
5706.5,3227357.132468
5707,3227384.278271
5707.5,3227411.427898
5708,3227438.581348
5708.5,3227465.73862
5709,3227492.899715
5709.5,3227520.06463
5710,3227547.233366
5710.5,3227574.405922
5711,3227601.582296
5711.5,3227628.762489
5712,3227655.946499
5712.5,3227683.134326
5713,3227710.325969
5713.5,3227737.521428
5714,3227764.720701
5714.5,3227791.923788
5715,3227819.130688
5715.5,3227846.3414
5716,3227873.555924
5716.5,3227900.774259
5717,3227927.996405
5717.5,3227955.22236
5718,3227982.452124
5718.5,3228009.685696
5719,3228036.923075
5719.5,3228064.164261
5720,3228091.409253
5720.5,3228118.65805
5721,3228145.910652
5721.5,3228173.167058
5722,3228200.427266
5722.5,3228227.691277
5723,3228254.95909
5723.5,3228282.230703
5724,3228309.506117
5724.5,3228336.78533
5725,3228364.068342
5725.5,3228391.355152
5726,3228418.645759
5726.5,3228445.940162
5727,3228473.238362
5727.5,3228500.540357
5728,3228527.846146
5728.5,3228555.155728
5729,3228582.469104
5729.5,3228609.786272
5730,3228637.107232
5730.5,3228664.431982
5731,3228691.760522
5731.5,3228719.092852
5732,3228746.42897
5732.5,3228773.768876
5733,3228801.11257
5733.5,3228828.46005
5734,3228855.811315
5734.5,3228883.166366
5735,3228910.525201
5735.5,3228937.887819
5736,3228965.25422
5736.5,3228992.624404
5737,3229019.998368
5737.5,3229047.376114
5738,3229074.757639
5738.5,3229102.142944
5739,3229129.532027
5739.5,3229156.924888
5740,3229184.321526
5740.5,3229211.721941
5741,3229239.126131
5741.5,3229266.534096
5742,3229293.945835
5742.5,3229321.361347
5743,3229348.780632
5743.5,3229376.20369
5744,3229403.630518
5744.5,3229431.061117
5745,3229458.495486
5745.5,3229485.933624
5746,3229513.375531
5746.5,3229540.821205
5747,3229568.270646
5747.5,3229595.723853
5748,3229623.180826
5748.5,3229650.641563
5749,3229678.106065
5749.5,3229705.57433
5750,3229733.046358
5750.5,3229760.522147
5751,3229788.001697
5751.5,3229815.485008
5752,3229842.972079
5752.5,3229870.462909
5753,3229897.957497
5753.5,3229925.455842
5754,3229952.957945
5754.5,3229980.463803
5755,3230007.973417
5755.5,3230035.486785
5756,3230063.003908
5756.5,3230090.524783
5757,3230118.049411
5757.5,3230145.577791
5758,3230173.109922
5758.5,3230200.645803
5759,3230228.185434
5759.5,3230255.728813
5760,3230283.275941
5760.5,3230310.826816
5761,3230338.381438
5761.5,3230365.939805
5762,3230393.501918
5762.5,3230421.067776
5763,3230448.637377
5763.5,3230476.210722
5764,3230503.787808
5764.5,3230531.368637
5765,3230558.953206
5765.5,3230586.541515
5766,3230614.133564
5766.5,3230641.729352
5767,3230669.328877
5767.5,3230696.93214
5768,3230724.539139
5768.5,3230752.149874
5769,3230779.764345
5769.5,3230807.382549
5770,3230835.004488
5770.5,3230862.630159
5771,3230890.259563
5771.5,3230917.892697
5772,3230945.529563
5772.5,3230973.170159
5773,3231000.814484
5773.5,3231028.462538
5774,3231056.114319
5774.5,3231083.769828
5775,3231111.429063
5775.5,3231139.092023
5776,3231166.758709
5776.5,3231194.429119
5777,3231222.103252
5777.5,3231249.781109
5778,3231277.462687
5778.5,3231305.147987
5779,3231332.837007
5779.5,3231360.529747
5780,3231388.226206
5780.5,3231415.926384
5781,3231443.630279
5781.5,3231471.337892
5782,3231499.04922
5782.5,3231526.764265
5783,3231554.483024
5783.5,3231582.205497
5784,3231609.931683
5784.5,3231637.661583
5785,3231665.395194
5785.5,3231693.132516
5786,3231720.873549
5786.5,3231748.618291
5787,3231776.366743
5787.5,3231804.118902
5788,3231831.87477
5788.5,3231859.634344
5789,3231887.397624
5789.5,3231915.16461
5790,3231942.9353
5790.5,3231970.709695
5791,3231998.487792
5791.5,3232026.269592
5792,3232054.055094
5792.5,3232081.844297
5793,3232109.6372
5793.5,3232137.433803
5794,3232165.234104
5794.5,3232193.038104
5795,3232220.845801
5795.5,3232248.657195
5796,3232276.472285
5796.5,3232304.29107
5797,3232332.11355
5797.5,3232359.939723
5798,3232387.76959
5798.5,3232415.603148
5799,3232443.440399
5799.5,3232471.28134
5800,3232499.125972
5800.5,3232526.974292
5801,3232554.826302
5801.5,3232582.682
5802,3232610.541385
5802.5,3232638.404456
5803,3232666.271213
5803.5,3232694.141655
5804,3232722.015782
5804.5,3232749.893592
5805,3232777.775086
5805.5,3232805.660261
5806,3232833.549118
5806.5,3232861.441656
5807,3232889.337873
5807.5,3232917.23777
5808,3232945.141345
5808.5,3232973.048599
5809,3233000.959529
5809.5,3233028.874136
5810,3233056.792418
5810.5,3233084.714376
5811,3233112.640007
5811.5,3233140.569312
5812,3233168.50229
5812.5,3233196.43894
5813,3233224.379261
5813.5,3233252.323253
5814,3233280.270914
5814.5,3233308.222245
5815,3233336.177244
5815.5,3233364.135911
5816,3233392.098244
5816.5,3233420.064244
5817,3233448.03391
5817.5,3233476.00724
5818,3233503.984234
5818.5,3233531.964892
5819,3233559.949212
5819.5,3233587.937194
5820,3233615.928837
5820.5,3233643.924141
5821,3233671.923104
5821.5,3233699.925726
5822,3233727.932006
5822.5,3233755.941944
5823,3233783.955539
5823.5,3233811.97279
5824,3233839.993696
5824.5,3233868.018257
5825,3233896.046471
5825.5,3233924.078339
5826,3233952.113859
5826.5,3233980.153031
5827,3234008.195854
5827.5,3234036.242327
5828,3234064.29245
5828.5,3234092.346222
5829,3234120.403641
5829.5,3234148.464708
5830,3234176.529424
5830.5,3234204.59779
5831,3234232.669808
5831.5,3234260.745483
5832,3234288.824817
5832.5,3234316.907818
5833,3234344.99449
5833.5,3234373.084841
5834,3234401.178878
5834.5,3234429.276609
5835,3234457.378043
5835.5,3234485.483189
5836,3234513.592057
5836.5,3234541.704657
5837,3234569.820999
5837.5,3234597.941095
5838,3234626.064956
5838.5,3234654.192593
5839,3234682.324019
5839.5,3234710.459245
5840,3234738.598284
5840.5,3234766.741149
5841,3234794.887851
5841.5,3234823.038405
5842,3234851.192822
5842.5,3234879.351116
5843,3234907.513301
5843.5,3234935.679388
5844,3234963.849392
5844.5,3234992.023326
5845,3235020.201202
5845.5,3235048.383034
5846,3235076.568835
5846.5,3235104.758618
5847,3235132.952396
5847.5,3235161.150182
5848,3235189.351989
5848.5,3235217.55783
5849,3235245.767717
5849.5,3235273.981662
5850,3235302.199679
5850.5,3235330.421779
5851,3235358.647974
5851.5,3235386.878277
5852,3235415.112699
5852.5,3235443.351252
5853,3235471.593947
5853.5,3235499.840796
5854,3235528.09181
5854.5,3235556.346999
5855,3235584.606374
5855.5,3235612.869947
5856,3235641.137726
5856.5,3235669.409723
5857,3235697.685947
5857.5,3235725.966409
5858,3235754.251117
5858.5,3235782.540081
5859,3235810.83331
5859.5,3235839.130814
5860,3235867.4326
5860.5,3235895.738678
5861,3235924.049055
5861.5,3235952.36374
5862,3235980.68274
5862.5,3236009.006064
5863,3236037.333719
5863.5,3236065.665711
5864,3236094.002049
5864.5,3236122.342739
5865,3236150.687788
5865.5,3236179.037201
5866,3236207.390986
5866.5,3236235.749149
5867,3236264.111694
5867.5,3236292.478629
5868,3236320.849957
5868.5,3236349.225686
5869,3236377.605819
5869.5,3236405.990362
5870,3236434.379319
5870.5,3236462.772694
5871,3236491.170493
5871.5,3236519.572719
5872,3236547.979376
5872.5,3236576.390468
5873,3236604.805998
5873.5,3236633.22597
5874,3236661.650388
5874.5,3236690.079254
5875,3236718.512571
5875.5,3236746.950341
5876,3236775.392569
5876.5,3236803.839255
5877,3236832.290403
5877.5,3236860.746013
5878,3236889.206089
5878.5,3236917.670632
5879,3236946.139644
5879.5,3236974.613126
5880,3237003.09108
5880.5,3237031.573507
5881,3237060.060407
5881.5,3237088.551783
5882,3237117.047634
5882.5,3237145.547962
5883,3237174.052766
5883.5,3237202.562048
5884,3237231.075808
5884.5,3237259.594046
5885,3237288.116762
5885.5,3237316.643955
5886,3237345.175627
5886.5,3237373.711776
5887,3237402.252402
5887.5,3237430.797505
5888,3237459.347084
5888.5,3237487.901138
5889,3237516.459666
5889.5,3237545.022669
5890,3237573.590144
5890.5,3237602.16209
5891,3237630.738507
5891.5,3237659.319393
5892,3237687.904747
5892.5,3237716.494567
5893,3237745.088851
5893.5,3237773.687599
5894,3237802.290808
5894.5,3237830.898477
5895,3237859.510603
5895.5,3237888.127185
5896,3237916.748221
5896.5,3237945.373708
5897,3237974.003645
5897.5,3238002.638029
5898,3238031.276858
5898.5,3238059.92013
5899,3238088.567842
5899.5,3238117.219991
5900,3238145.876576
5900.5,3238174.537593
5901,3238203.20304
5901.5,3238231.872914
5902,3238260.547213
5902.5,3238289.225933
5903,3238317.909072
5903.5,3238346.596626
5904,3238375.288593
5904.5,3238403.98497
5905,3238432.685753
5905.5,3238461.39094
5906,3238490.100528
5906.5,3238518.814512
5907,3238547.53289
5907.5,3238576.255659
5908,3238604.982816
5908.5,3238633.714356
5909,3238662.450276
5909.5,3238691.190574
5910,3238719.935245
5910.5,3238748.684287
5911,3238777.437695
5911.5,3238806.195466
5912,3238834.957597
5912.5,3238863.724083
5913,3238892.494922
5913.5,3238921.270109
5914,3238950.049641
5914.5,3238978.833514
5915,3239007.621724
5915.5,3239036.414268
5916,3239065.211142
5916.5,3239094.012342
5917,3239122.817863
5917.5,3239151.627703
5918,3239180.441858
5918.5,3239209.260323
5919,3239238.083095
5919.5,3239266.910169
5920,3239295.741542
5920.5,3239324.57721
5921,3239353.417169
5921.5,3239382.261415
5922,3239411.109944
5922.5,3239439.962751
5923,3239468.819834
5923.5,3239497.681187
5924,3239526.546808
5924.5,3239555.41669
5925,3239584.290832
5925.5,3239613.169229
5926,3239642.051876
5926.5,3239670.938769
5927,3239699.829906
5927.5,3239728.72528
5928,3239757.624889
5928.5,3239786.528728
5929,3239815.436793
5929.5,3239844.34908
5930,3239873.265585
5930.5,3239902.186304
5931,3239931.111233
5931.5,3239960.040367
5932,3239988.973703
5932.5,3240017.911236
5933,3240046.852962
5933.5,3240075.798877
5934,3240104.748978
5934.5,3240133.703259
5935,3240162.661717
5935.5,3240191.624348
5936,3240220.591147
5936.5,3240249.562111
5937,3240278.537236
5937.5,3240307.516516
5938,3240336.499949
5938.5,3240365.48753
5939,3240394.479255
5939.5,3240423.475119
5940,3240452.47512
5940.5,3240481.479252
5941,3240510.487512
5941.5,3240539.499896
5942,3240568.516399
5942.5,3240597.537017
5943,3240626.561747
5943.5,3240655.590585
5944,3240684.623525
5944.5,3240713.660566
5945,3240742.701701
5945.5,3240771.746928
5946,3240800.796242
5946.5,3240829.849639
5947,3240858.907115
5947.5,3240887.968667
5948,3240917.03429
5948.5,3240946.103981
5949,3240975.177734
5949.5,3241004.255548
5950,3241033.337416
5950.5,3241062.423337
5951,3241091.513304
5951.5,3241120.607316
5952,3241149.705367
5952.5,3241178.807455
5953,3241207.913574
5953.5,3241237.023721
5954,3241266.137893
5954.5,3241295.256085
5955,3241324.378293
5955.5,3241353.504514
5956,3241382.634745
5956.5,3241411.76898
5957,3241440.907216
5957.5,3241470.04945
5958,3241499.195677
5958.5,3241528.345895
5959,3241557.500098
5959.5,3241586.658284
5960,3241615.820448
5960.5,3241644.986587
5961,3241674.156698
5961.5,3241703.330776
5962,3241732.508817
5962.5,3241761.690819
5963,3241790.876777
5963.5,3241820.066688
5964,3241849.260547
5964.5,3241878.458353
5965,3241907.660099
5965.5,3241936.865785
5966,3241966.075404
5966.5,3241995.288955
5967,3242024.506433
5967.5,3242053.727835
5968,3242082.953157
5968.5,3242112.182395
5969,3242141.415547
5969.5,3242170.652609
5970,3242199.893576
5970.5,3242229.138446
5971,3242258.387216
5971.5,3242287.639881
5972,3242316.896438
5972.5,3242346.156883
5973,3242375.421215
5973.5,3242404.689427
5974,3242433.961519
5974.5,3242463.237485
5975,3242492.517323
5975.5,3242521.801029
5976,3242551.088601
5976.5,3242580.380033
5977,3242609.675324
5977.5,3242638.97447
5978,3242668.277467
5978.5,3242697.584312
5979,3242726.895003
5979.5,3242756.209534
5980,3242785.527905
5980.5,3242814.85011
5981,3242844.176147
5981.5,3242873.506013
5982,3242902.839704
5982.5,3242932.177217
5983,3242961.51855
5983.5,3242990.863698
5984,3243020.212658
5984.5,3243049.565428
5985,3243078.922005
5985.5,3243108.282384
5986,3243137.646563
5986.5,3243167.01454
5987,3243196.38631
5987.5,3243225.76187
5988,3243255.141219
5988.5,3243284.524351
5989,3243313.911266
5989.5,3243343.301958
5990,3243372.696426
5990.5,3243402.094666
5991,3243431.496676
5991.5,3243460.902452
5992,3243490.311991
5992.5,3243519.725291
5993,3243549.142348
5993.5,3243578.563159
5994,3243607.987722
5994.5,3243637.416033
5995,3243666.84809
5995.5,3243696.28389
5996,3243725.723429
5996.5,3243755.166706
5997,3243784.613716
5997.5,3243814.064458
5998,3243843.518927
5998.5,3243872.977123
5999,3243902.439041
5999.5,3243931.904678
6000,3243961.374033
6000.5,3243990.847102
6001,3244020.323882
6001.5,3244049.804371
6002,3244079.288565
6002.5,3244108.776463
6003,3244138.268061
6003.5,3244167.763357
6004,3244197.262347
6004.5,3244226.765024
6005,3244256.271387
6005.5,3244285.781434
6006,3244315.295164
6006.5,3244344.812574
6007,3244374.333662
6007.5,3244403.858426
6008,3244433.386862
6008.5,3244462.918968
6009,3244492.454742
6009.5,3244521.994181
6010,3244551.537282
6010.5,3244581.084043
6011,3244610.634461
6011.5,3244640.188534
6012,3244669.746258
6012.5,3244699.307632
6013,3244728.872652
6013.5,3244758.441318
6014,3244788.013624
6014.5,3244817.58957
6015,3244847.169153
6015.5,3244876.752371
6016,3244906.33922
6016.5,3244935.929698
6017,3244965.523803
6017.5,3244995.121532
6018,3245024.722884
6018.5,3245054.327855
6019,3245083.936443
6019.5,3245113.548646
6020,3245143.164461
6020.5,3245172.783885
6021,3245202.406917
6021.5,3245232.033555
6022,3245261.663795
6022.5,3245291.297635
6023,3245320.935073
6023.5,3245350.576107
6024,3245380.220734
6024.5,3245409.868952
6025,3245439.520758
6025.5,3245469.176151
6026,3245498.835128
6026.5,3245528.497686
6027,3245558.163824
6027.5,3245587.833539
6028,3245617.506829
6028.5,3245647.183691
6029,3245676.864124
6029.5,3245706.548125
6030,3245736.235691
6030.5,3245765.926822
6031,3245795.621513
6031.5,3245825.319764
6032,3245855.021572
6032.5,3245884.726934
6033,3245914.435849
6033.5,3245944.148315
6034,3245973.864328
6034.5,3246003.583888
6035,3246033.306992
6035.5,3246063.033637
6036,3246092.763822
6036.5,3246122.497544
6037,3246152.234802
6037.5,3246181.975593
6038,3246211.719915
6038.5,3246241.467767
6039,3246271.219145
6039.5,3246300.974048
6040,3246330.732473
6040.5,3246360.494419
6041,3246390.259884
6041.5,3246420.028866
6042,3246449.801362
6042.5,3246479.57737
6043,3246509.356889
6043.5,3246539.139916
6044,3246568.92645
6044.5,3246598.716488
6045,3246628.510028
6045.5,3246658.307069
6046,3246688.107607
6046.5,3246717.911643
6047,3246747.719172
6047.5,3246777.530194
6048,3246807.344707
6048.5,3246837.162708
6049,3246866.984195
6049.5,3246896.809168
6050,3246926.637622
6050.5,3246956.469558
6051,3246986.304972
6051.5,3247016.143863
6052,3247045.986229
6052.5,3247075.832068
6053,3247105.681378
6053.5,3247135.534158
6054,3247165.390405
6054.5,3247195.250117
6055,3247225.113293
6055.5,3247254.97993
6056,3247284.850028
6056.5,3247314.723583
6057,3247344.600595
6057.5,3247374.481061
6058,3247404.36498
6058.5,3247434.252349
6059,3247464.143167
6059.5,3247494.037432
6060,3247523.935142
6060.5,3247553.836296
6061,3247583.740891
6061.5,3247613.648926
6062,3247643.5604
6062.5,3247673.475309
6063,3247703.393653
6063.5,3247733.315429
6064,3247763.240637
6064.5,3247793.169273
6065,3247823.101337
6065.5,3247853.036827
6066,3247882.97574
6066.5,3247912.918076
6067,3247942.863832
6067.5,3247972.813007
6068,3248002.765599
6068.5,3248032.721607
6069,3248062.681027
6069.5,3248092.64386
6070,3248122.610103
6070.5,3248152.579754
6071,3248182.552813
6071.5,3248212.529276
6072,3248242.509143
6072.5,3248272.492411
6073,3248302.47908
6073.5,3248332.469147
6074,3248362.46261
6074.5,3248392.459469
6075,3248422.459722
6075.5,3248452.463366
6076,3248482.470401
6076.5,3248512.480824
6077,3248542.494634
6077.5,3248572.511829
6078,3248602.532408
6078.5,3248632.556369
6079,3248662.583711
6079.5,3248692.614431
6080,3248722.648529
6080.5,3248752.686003
6081,3248782.72685
6081.5,3248812.77107
6082,3248842.818661
6082.5,3248872.869622
6083,3248902.92395
6083.5,3248932.981645
6084,3248963.042704
6084.5,3248993.107126
6085,3249023.17491
6085.5,3249053.246054
6086,3249083.320557
6086.5,3249113.398416
6087,3249143.479631
6087.5,3249173.5642
6088,3249203.652121
6088.5,3249233.743393
6089,3249263.838015
6089.5,3249293.935984
