Timber Ratio,Furnace Area,Test Time,Fuel Consumption
0.18,100.0,1.25,63971893108.3,
0.18,100.0,1.0,62796370704.5,
0.18,100.0,0.75,61096168293.6,
0.18,120.0,2.0,1.15050742589e+11,
0.18,100.0,0.5,58325862046.3,
0.18,100.0,0.25,52777831613.9,
0.18,120.0,1.75,1.14077838025e+11,
0.18,120.0,1.5,1.12857885498e+11,
0.18,120.0,1.25,1.11252238977e+11,
0.18,120.0,1.0,1.09041644538e+11,
0.18,120.0,0.75,1.05847893267e+11,
0.18,120.0,0.5,1.00723617808e+11,
0.18,120.0,0.25,90735010904.4,
0.18,80.0,2.0,34463621837.1,
0.18,80.0,1.75,34011431346.8,
0.18,80.0,1.5,33537344885.6,
0.18,90.0,2.0,48336635899.6,
0.18,80.0,1.25,33003475583.8,
0.18,90.0,1.75,47851267553.5,
0.18,80.0,1.0,32345852535.7,
0.18,90.0,1.5,47310261275.0,
0.18,80.0,0.75,31460490914.2,
0.18,90.0,1.25,46656920422.3,
0.18,80.0,0.5,30083145186.3,
0.18,90.0,1.0,45796691383.0,
0.18,80.0,0.25,27344019093.0,
0.18,90.0,0.75,44578622646.6,
0.18,90.0,0.5,42612169604.8,
0.18,90.0,0.25,38652043426.8,
0.18,70.0,2.0,23987245455.9,
0.18,70.0,1.75,23529972067.7,
0.18,70.0,1.5,23071221235.9,
0.18,70.0,1.25,22587353750.6,
0.18,70.0,1.0,22038546528.2,
0.18,70.0,0.75,21359757591.0,
0.18,70.0,0.5,20384093489.7,
0.18,70.0,0.25,18540683715.0,
0.17,150.0,2.0,2.31304884103e+11,
0.17,150.0,1.75,2.28689280827e+11,
0.17,150.0,1.5,2.25484646775e+11,
0.17,150.0,1.25,2.21425037947e+11,
0.17,150.0,1.0,2.1610349725e+11,
0.17,150.0,0.75,2.08740812777e+11,
0.17,150.0,0.5,1.97517690749e+11,
0.17,150.0,0.25,1.76765970887e+11,
0.18,150.0,2.0,2.28920088692e+11,
0.18,150.0,1.75,2.26611056214e+11,
0.18,150.0,1.5,2.23718457782e+11,
0.18,150.0,1.25,2.19975980091e+11,
0.18,150.0,1.0,2.14976130925e+11,
0.18,150.0,0.75,2.07943298415e+11,
0.18,150.0,0.5,1.97053926481e+11,
0.18,150.0,0.25,1.76630990806e+11,
0.18,130.0,2.0,1.47173656193e+11,
0.18,130.0,1.75,1.45864056731e+11,
0.18,130.0,1.5,1.44212225472e+11,
0.18,130.0,1.25,1.42042654155e+11,
0.18,130.0,1.0,1.39081662093e+11,
0.18,130.0,0.75,1.34839212598e+11,
0.18,130.0,0.5,1.28115430846e+11,
0.18,130.0,0.25,1.15192561605e+11,
0.19,100.0,2.0,64577590708.0,
0.19,100.0,1.75,64189593429.0,
0.19,80.0,2.0,33298095152.1,
0.19,100.0,1.5,63703466689.3,
0.19,100.0,1.25,63039583312.1,
0.19,80.0,1.75,32987176869.7,
0.19,100.0,1.0,62066807426.3,
0.19,100.0,0.75,60575082485.2,
0.19,80.0,1.5,32659100223.6,
0.19,100.0,0.5,58019756843.6,
0.19,100.0,0.25,52687834146.8,
0.19,80.0,1.25,32276379521.3,
0.19,80.0,1.0,31775363611.5,
0.19,80.0,0.75,31050562410.9,
0.19,80.0,0.5,29840466096.4,
0.19,80.0,0.25,27272015930.3,
0.19,90.0,2.0,47002761622.4,
0.19,90.0,1.75,46679901599.0,
0.19,90.0,1.5,46306998852.0,
0.19,90.0,1.25,45827546597.1,
0.19,90.0,1.0,45146941472.0,
0.19,90.0,0.75,44113096666.3,
0.19,90.0,0.5,42337745994.9,
0.19,90.0,0.25,38571042881.8,
0.19,70.0,2.0,22982494754.3,
0.19,70.0,1.75,22647811521.1,
0.19,70.0,1.5,22314979892.8,
0.19,70.0,1.25,21960956841.0,
0.19,70.0,1.0,21546514085.7,
0.19,70.0,0.75,21005259370.3,
0.19,70.0,0.5,20173192674.0,
0.19,70.0,0.25,18477678914.8,
0.18,140.0,2.0,1.84982941464e+11,
0.18,140.0,1.75,1.83231161461e+11,
0.18,140.0,1.5,1.81025266836e+11,
0.18,140.0,1.25,1.78147351347e+11,
0.18,140.0,1.0,1.74261319478e+11,
0.18,140.0,0.75,1.68745024862e+11,
0.18,140.0,0.5,1.60107605166e+11,
0.18,140.0,0.25,1.43720194334e+11,
0.2,80.0,2.0,32142144832.8,
0.2,80.0,1.75,31969867560.8,
0.2,80.0,1.5,31785609233.6,
0.2,80.0,1.25,31552301022.7,
0.2,80.0,1.0,31206610457.7,
0.2,80.0,0.75,30641498839.5,
0.2,80.0,0.5,29598002563.4,
0.2,80.0,0.25,27200011280.0,
0.19,130.0,2.0,1.45143424392e+11,
0.19,150.0,2.0,2.26540749577e+11,
0.19,130.0,1.75,1.44090707448e+11,
0.19,130.0,1.5,1.42701839215e+11,
0.19,130.0,1.25,1.40801064897e+11,
0.19,130.0,1.0,1.38113429446e+11,
0.19,150.0,1.75,2.24536772719e+11,
0.19,130.0,0.75,1.3415216786e+11,
0.19,150.0,1.5,2.2195500233e+11,
0.19,130.0,0.5,1.2771464835e+11,
0.19,130.0,0.25,1.15075574131e+11,
0.19,150.0,1.25,2.18528807575e+11,
0.19,150.0,1.0,2.13849777811e+11,
0.19,150.0,0.75,2.07146204464e+11,
0.19,120.0,2.0,1.13195468212e+11,
0.19,150.0,0.5,1.96590257648e+11,
0.19,120.0,1.75,1.12455348748e+11,
0.19,150.0,0.25,1.76496009949e+11,
0.19,120.0,1.5,1.11474359508e+11,
0.19,120.0,1.25,1.10113666006e+11,
0.19,120.0,1.0,1.0815277262e+11,
0.19,120.0,0.75,1.05216040217e+11,
0.19,120.0,0.5,1.00354340259e+11,
0.19,120.0,0.25,90627020071.8,
0.2,70.0,2.0,21987809619.9,
0.2,70.0,1.75,21773057377.4,
0.2,70.0,1.5,21563870375.8,
0.2,70.0,1.25,21337841094.3,
0.2,70.0,1.0,21056360894.6,
0.19,110.0,2.0,86489790694.4,
0.2,70.0,0.75,20651754307.3,
0.2,70.0,0.5,19962546362.4,
0.19,110.0,1.75,85967300377.8,
0.2,70.0,0.25,18414672421.8,
0.19,110.0,1.5,85283138686.1,
0.19,110.0,1.25,84330359079.4,
0.19,110.0,1.0,82936092934.4,
0.19,110.0,0.75,80816450949.0,
0.19,110.0,0.5,77240649979.5,
0.19,110.0,0.25,69935466855.2,
0.19,140.0,2.0,1.82777975195e+11,
0.19,140.0,1.75,1.81307190159e+11,
0.19,140.0,1.5,1.79388227008e+11,
0.19,140.0,1.25,1.76802892939e+11,
0.19,140.0,1.0,1.73213931102e+11,
0.19,140.0,0.75,1.68002904202e+11,
0.19,140.0,0.5,1.59675361201e+11,
0.19,140.0,0.25,1.43594210192e+11,
0.2,90.0,2.0,45677764469.7,
0.2,90.0,1.75,45514920311.9,
0.2,90.0,1.5,45308081738.0,
0.2,90.0,1.25,45000929295.1,
0.2,90.0,1.0,44498918403.9,
0.2,90.0,0.75,43648329781.9,
0.2,90.0,0.5,42063507646.7,
0.2,90.0,0.25,38490041013.7,
0.2,150.0,2.0,2.241668876e+11,
0.2,150.0,1.75,2.22466438358e+11,
0.2,150.0,1.5,2.20194279542e+11,
0.2,150.0,1.25,2.17083443512e+11,
0.2,150.0,1.0,2.1272444118e+11,
0.2,150.0,0.75,2.06349532035e+11,
0.2,150.0,0.5,1.96126684561e+11,
0.2,150.0,0.25,1.76361028313e+11,
0.2,100.0,2.0,63079533181.1,
0.2,100.0,1.75,62874489041.5,
0.2,100.0,1.5,62577785235.8,
0.2,100.0,1.25,62109800199.8,
0.2,100.0,1.0,61338847625.5,
0.2,100.0,0.75,60054669631.9,
0.2,100.0,0.5,57713813108.7,
0.2,100.0,0.25,52597835490.5,
0.2,130.0,2.0,1.43119530664e+11,
0.2,130.0,1.75,1.42321904692e+11,
0.2,130.0,1.5,1.41194570385e+11,
0.2,130.0,1.25,1.39561503091e+11,
0.2,130.0,1.0,1.37146391426e+11,
0.2,130.0,0.75,1.33465619773e+11,
0.2,130.0,0.5,1.2731398066e+11,
0.2,130.0,0.25,1.14958585752e+11,
0.2,140.0,2.0,1.80578886722e+11,
0.2,140.0,1.75,1.79387445339e+11,
0.2,140.0,1.5,1.77754098209e+11,
0.2,140.0,1.25,1.75460343009e+11,
0.2,140.0,1.0,1.72167641396e+11,
0.2,140.0,0.75,1.67261239655e+11,
0.2,140.0,0.5,1.5924322172e+11,
0.2,140.0,0.25,1.43468225211e+11,
0.2,120.0,2.0,1.11347061108e+11,
0.2,120.0,1.75,1.10837776904e+11,
0.2,120.0,1.5,1.10094191668e+11,
0.2,120.0,1.25,1.08977259848e+11,
0.2,120.0,1.0,1.07265208534e+11,
0.2,120.0,0.75,1.04584732009e+11,
0.2,120.0,0.5,99985190022.5,
0.2,120.0,0.25,90519028254.1,
0.2,110.0,2.0,84816866008.8,
0.2,110.0,1.75,84501082916.9,
0.2,110.0,1.5,84030231799.8,
0.2,110.0,1.25,83297242704.3,
0.2,110.0,1.0,82128230213.1,
0.2,110.0,0.75,80240519205.4,
0.2,110.0,0.5,76903071383.3,
0.2,110.0,0.25,69836471590.9,
0.21,110.0,2.0,83151474659.6,
0.21,110.0,1.75,83040245862.7,
0.21,110.0,1.5,82780978258.4,
0.21,110.0,1.25,82266457698.1,
0.21,110.0,1.0,81321817680.5,
0.21,120.0,2.0,1.09505568443e+11,
0.21,110.0,0.75,79665192737.7,
0.21,110.0,0.5,76565635951.5,
0.21,120.0,1.75,1.09225146899e+11,
0.21,110.0,0.25,69737475243.2,
0.21,120.0,1.5,1.08717390104e+11,
0.21,120.0,1.25,1.07843017922e+11,
0.21,120.0,1.0,1.06378958398e+11,
0.21,120.0,0.75,1.03953970682e+11,
0.21,120.0,0.5,99616167595.1,
0.21,120.0,0.25,90411035446.7,
0.21,130.0,2.0,1.41102011262e+11,
0.21,130.0,1.75,1.40557666009e+11,
0.21,130.0,1.5,1.39690423317e+11,
0.21,130.0,1.25,1.38323964487e+11,
0.21,130.0,1.0,1.36180552924e+11,
0.21,130.0,0.75,1.32779569971e+11,
0.21,130.0,0.5,1.2691342819e+11,
0.21,130.0,0.25,1.14841596462e+11,
0.21,90.0,2.0,44705977377.8,
0.21,90.0,1.75,44356385727.9,
0.21,90.0,1.5,44313540961.1,
0.21,90.0,1.25,44177077767.8,
0.21,100.0,2.0,61607147923.6,
0.21,90.0,1.0,43852494975.2,
0.21,90.0,0.75,43184326465.5,
0.21,100.0,1.75,61565269181.4,
0.21,90.0,0.5,41789455550.3,
0.21,100.0,1.5,61456093354.8,
0.21,90.0,0.25,38409037815.9,
0.21,80.0,2.0,30995901072.7,
0.21,100.0,1.25,61182547514.0,
0.21,100.0,1.0,60612501378.2,
0.21,100.0,0.75,59534933141.9,
0.21,100.0,0.5,57408031649.6,
0.21,100.0,0.25,52507835639.4,
0.21,80.0,1.75,30959586302.3,
0.21,80.0,1.5,30916917020.4,
0.21,80.0,1.25,30831257623.7,
0.21,80.0,1.0,30639592864.9,
0.21,80.0,0.75,30233306313.0,
0.21,80.0,0.5,29355755941.4,
0.21,80.0,0.25,27128005134.4,
0.21,70.0,2.0,21003353280.8,
0.21,70.0,1.75,20905819232.0,
0.21,70.0,1.5,20817957553.7,
0.21,70.0,1.25,20718037163.7,
0.21,70.0,1.0,20568094483.9,
0.21,70.0,0.75,20299250909.9,
0.21,70.0,0.5,19752156433.6,
0.21,70.0,0.25,18351664226.5,
0.21,140.0,2.0,1.78385703851e+11,
0.21,140.0,1.75,1.77471939362e+11,
0.21,140.0,1.5,1.76122881996e+11,
0.21,140.0,1.25,1.74119696156e+11,
0.21,140.0,1.0,1.71122454248e+11,
0.21,140.0,0.75,1.6652003247e+11,
0.21,140.0,0.5,1.5881118699e+11,
0.21,140.0,0.25,1.43342239388e+11,
0.21,150.0,2.0,2.21798524192e+11,
0.21,150.0,1.75,2.2040006173e+11,
0.21,150.0,1.5,2.18436289104e+11,
0.21,150.0,1.25,2.15639879109e+11,
0.21,150.0,1.0,2.11600124251e+11,
0.21,150.0,0.75,2.05553282186e+11,
0.21,150.0,0.5,1.95663207482e+11,
0.21,150.0,0.25,1.76226045894e+11,
0.22,110.0,2.0,85530526459.9,
0.22,110.0,1.75,82300555933.0,
0.22,110.0,1.5,81535392498.6,
0.22,110.0,1.25,81238005003.6,
0.22,110.0,1.0,80516863164.5,
0.22,110.0,0.75,79090474198.7,
0.22,110.0,0.5,76228344353.7,
0.22,110.0,0.25,69638477806.4,
0.22,120.0,2.0,1.08390721434e+11,
0.22,120.0,1.75,1.07617483984e+11,
0.22,120.0,1.5,1.07343963789e+11,
0.22,120.0,1.25,1.06710938477e+11,
0.22,120.0,1.0,1.05494028327e+11,
0.22,120.0,0.75,1.03323758271e+11,
0.22,120.0,0.5,99247273468.9,
0.22,120.0,0.25,90303041644.4,
0.22,150.0,2.0,2.19435681384e+11,
0.22,150.0,1.75,2.18337652025e+11,
0.22,150.0,1.5,2.16681031282e+11,
0.22,150.0,1.25,2.1419810892e+11,
0.22,150.0,1.0,2.10476830246e+11,
0.22,150.0,0.75,2.0475745598e+11,
0.22,150.0,0.5,1.95199826674e+11,
0.22,150.0,0.25,1.7609106269e+11,
0.22,140.0,2.0,1.76198455152e+11,
0.22,140.0,1.75,1.75560685361e+11,
0.22,140.0,1.5,1.74494580683e+11,
0.22,140.0,1.25,1.7278094772e+11,
0.22,140.0,1.0,1.70078373647e+11,
0.22,140.0,0.75,1.65779283999e+11,
0.22,140.0,0.5,1.58379257386e+11,
0.22,140.0,0.25,1.4321625272e+11,
0.22,130.0,2.0,1.39090903184e+11,
0.22,130.0,1.75,1.38798009719e+11,
0.22,130.0,1.5,1.38189403112e+11,
0.22,130.0,1.25,1.37088445582e+11,
0.22,130.0,1.0,1.35215918851e+11,
0.22,130.0,0.75,1.32094020107e+11,
0.22,130.0,0.5,1.26512991373e+11,
0.22,130.0,0.25,1.14724606258e+11,
0.23,140.0,2.0,1.74017169742e+11,
0.23,140.0,1.75,1.73653697018e+11,
0.23,140.0,1.5,1.72869197128e+11,
0.23,140.0,1.25,1.71444093569e+11,
0.23,140.0,1.0,1.69035403526e+11,
0.23,140.0,0.75,1.65038995539e+11,
0.23,140.0,0.5,1.57947433222e+11,
0.23,140.0,0.25,1.43090265201e+11,
0.23,130.0,2.0,1.38798048915e+11,
0.23,130.0,1.75,1.37042954756e+11,
0.23,130.0,1.5,1.36691515478e+11,
0.23,130.0,1.25,1.35854943464e+11,
0.23,130.0,1.0,1.34252494036e+11,
0.23,130.0,0.75,1.3140897175e+11,
0.23,130.0,0.5,1.26112670558e+11,
0.23,130.0,0.25,1.14607615134e+11,
0.23,150.0,2.0,2.17078381758e+11,
0.23,150.0,1.75,2.16279218988e+11,
0.23,150.0,1.5,2.14928506881e+11,
0.23,150.0,1.25,2.12758128027e+11,
0.23,150.0,1.0,2.09354562401e+11,
0.23,150.0,0.75,2.0396205449e+11,
0.23,150.0,0.5,1.94736542412e+11,
0.23,150.0,0.25,1.75956078696e+11,
0.23,120.0,2.0,1.11644540278e+11,
0.23,120.0,1.75,1.07486428711e+11,
0.23,120.0,1.5,1.0597392246e+11,
0.23,120.0,1.25,1.05581020511e+11,
0.23,120.0,1.0,1.04610424428e+11,
0.23,120.0,0.75,1.02694096806e+11,
0.23,120.0,0.5,98878508132.7,
0.23,120.0,0.25,90195046842.3,
0.24,130.0,2.0,1.41710004645e+11,
0.24,130.0,1.75,1.36553891016e+11,
0.24,130.0,1.5,1.35196766814e+11,
0.24,130.0,1.25,1.34623455894e+11,
0.24,130.0,1.0,1.33290283362e+11,
0.24,130.0,0.75,1.30724426528e+11,
0.24,130.0,0.5,1.25712466153e+11,
0.24,130.0,0.25,1.14490623086e+11,
0.24,140.0,2.0,1.73288773456e+11,
0.24,140.0,1.75,1.71750988586e+11,
0.24,140.0,1.5,1.71246734745e+11,
0.24,140.0,1.25,1.70109130115e+11,
0.24,140.0,1.0,1.67993547801e+11,
0.24,140.0,0.75,1.64299168368e+11,
0.24,140.0,0.5,1.57515714798e+11,
0.24,140.0,0.25,1.42964276828e+11,
0.24,150.0,2.0,2.14726648407e+11,
0.24,150.0,1.75,2.1422477287e+11,
0.24,150.0,1.5,2.13178717209e+11,
0.24,150.0,1.25,2.11319931997e+11,
0.24,150.0,1.0,2.08233323944e+11,
0.24,150.0,0.75,2.03167078786e+11,
0.24,150.0,0.5,1.94273354969e+11,
0.24,150.0,0.25,1.75821093908e+11,
0.25,150.0,2.0,2.12380504911e+11,
0.25,150.0,1.75,2.12174324416e+11,
0.25,150.0,1.5,2.11431664051e+11,
0.25,150.0,1.25,2.09883516871e+11,
0.25,150.0,1.0,2.0711311812e+11,
0.25,150.0,0.75,2.02372529953e+11,
0.25,150.0,0.5,1.93810264631e+11,
0.25,150.0,0.25,1.75686108321e+11,
0.25,140.0,2.0,1.76225199825e+11,
0.25,140.0,1.75,1.69937097934e+11,
0.25,140.0,1.5,1.69627197564e+11,
0.25,140.0,1.25,1.6877605437e+11,
0.25,140.0,1.0,1.66952810484e+11,
0.25,140.0,0.75,1.63559803863e+11,
0.25,140.0,0.5,1.57084102513e+11,
0.25,140.0,0.25,1.42838287596e+11,
0.26,150.0,2.0,2.15636510404e+11,
0.26,150.0,1.75,2.10127884803e+11,
0.26,150.0,1.5,2.09687349622e+11,
0.26,150.0,1.25,2.08448879101e+11,
0.26,150.0,1.0,2.05993948165e+11,
0.26,150.0,0.75,2.01578409069e+11,
0.26,150.0,0.5,1.93347271681e+11,
0.26,150.0,0.25,1.75551121932e+11,
0.27,150.0,2.0,2.18096918519e+11,
0.27,150.0,1.75,2.10371394615e+11,
0.27,150.0,1.5,2.07945776515e+11,
0.27,150.0,1.25,2.07016015511e+11,
0.27,150.0,1.0,2.04875817277e+11,
0.27,150.0,0.75,2.00784717172e+11,
0.27,150.0,0.5,1.92884376359e+11,
0.27,150.0,0.25,1.75416134735e+11,
